label,solver_name,best_cost,initial_cost,final_cost,runtime_ms,num_rollouts,num_iterations,final_ee_error,mean_ee_error,max_ee_error,control_energy,initial_control_energy,warm_start_used,warm_start_source,horizon,dt
sampling_cem,cem,0.3183332254834867,0.3183332254834867,0.3183332254834867,4.719099997601006,5,1,0.05612860463638858,0.029218259219374626,0.05612860463638858,0.13757724148485997,0.0,False,zeros,4,0.01
zero_init_ilqr,ilqg_lite,0.315706562585348,0.3182529667223284,0.315706562585348,109.37610000109999,6,2,0.05607955662937454,0.029230824032997982,0.05607955662937454,0.05224230297068627,0.0,False,zeros,4,0.01
sampling_warm_start_ilqr,ilqg_lite,0.31531797477557266,0.32127649209167136,0.31531797477557266,160.32789999735542,7,3,0.05605809792827692,0.029222423838211796,0.05605809792827692,0.05272781943888402,0.03232872783022757,True,cem,4,0.01
