step,time,target_x,target_y,actual_x,actual_y,ee_error,tau1,tau2,best_cost,runtime_ms,num_rollouts,num_iterations
0.0,0.0,0.45,0.15195559667726938,0.6975592345144226,0.35848011636329496,0.3223940939671669,-0.14842685839963513,0.09852155828581877,22.254515926893795,4.786999998032115,5.0,1.0
1.0,0.01,0.45188484397154083,0.15287260491396776,0.6974872290541887,0.35851964497831956,0.3203298872186521,-0.14842685839963513,0.09852155828581877,21.976739697278123,5.270399997243658,5.0,1.0
2.0,0.02,0.45376901826699345,0.15373743427300302,0.6973770662411483,0.3585794308888245,0.31828465972354736,-0.19156455579583007,0.11018018558224843,21.70469492415527,4.898799998045433,5.0,1.0
3.0,0.03,0.45565185344820247,0.1545492312722099,0.6972305914894021,0.35865915857327235,0.316261203906555,-0.19156455579583007,0.11018018558224843,21.437919231768518,4.358300000603776,5.0,1.0
4.0,0.04,0.4575326805527933,0.1553071947659596,0.6970494840105211,0.3587584829113129,0.3142621927413659,-0.19156455579583007,0.11018018558224843,21.17736730987543,4.867399999056943,5.0,1.0
5.0,0.05,0.45941083133185145,0.15601057673579383,0.6968353035151043,0.358877141090452,0.31229028631156436,-0.19156455579583007,0.11018018558224843,20.923131545092517,4.482599993934855,5.0,1.0
